epoch,train_loss,val_loss
1,9.372388e-01,1.008875e+00
2,9.368552e-01,1.008422e+00
3,9.368738e-01,1.008489e+00
4,9.366320e-01,1.007772e+00
5,7.136819e-01,3.712642e-01
6,2.356523e-01,1.746691e-01
7,1.422519e-01,1.341229e-01
8,1.222610e-01,1.274456e-01
9,1.157428e-01,1.223073e-01
10,1.137849e-01,1.169906e-01
11,1.125521e-01,1.179552e-01
12,1.112021e-01,1.154869e-01
13,1.102313e-01,1.131225e-01
14,1.093640e-01,1.154971e-01
15,1.099729e-01,1.143338e-01
16,1.098366e-01,1.138336e-01
17,1.087124e-01,1.138971e-01
18,1.095480e-01,1.127397e-01
19,1.086466e-01,1.114380e-01
20,1.079841e-01,1.107040e-01
21,1.079912e-01,1.115457e-01
22,1.084379e-01,1.115381e-01
23,1.076974e-01,1.127163e-01
24,1.084637e-01,1.112678e-01
25,1.076579e-01,1.127765e-01
26,1.075451e-01,1.133569e-01
27,1.083653e-01,1.137095e-01
28,1.088220e-01,1.126940e-01
29,1.086565e-01,1.123927e-01
30,1.103514e-01,1.150936e-01
31,1.091270e-01,1.120237e-01
32,1.080006e-01,1.096767e-01
33,1.073810e-01,1.103691e-01
34,1.070613e-01,1.097297e-01
35,1.071146e-01,1.090400e-01
36,1.084178e-01,1.102658e-01
37,1.075835e-01,1.112343e-01
38,1.076254e-01,1.112568e-01
39,1.075183e-01,1.097202e-01
40,1.072239e-01,1.107629e-01
41,1.075574e-01,1.106692e-01
42,1.073345e-01,1.093897e-01
43,1.067813e-01,1.093700e-01
44,1.075231e-01,1.100252e-01
45,1.071212e-01,1.098648e-01
46,1.074701e-01,1.097267e-01
47,1.077476e-01,1.096834e-01
48,1.076010e-01,1.117323e-01
49,1.078529e-01,1.098083e-01
50,1.062079e-01,1.091810e-01
51,1.060554e-01,1.093970e-01
52,1.062935e-01,1.102964e-01
53,1.064158e-01,1.099541e-01
54,1.059016e-01,1.090786e-01
55,1.063192e-01,1.099650e-01
56,9.789996e-02,8.379156e-02
57,6.020494e-02,5.179473e-02
58,3.922580e-02,4.307894e-02
59,3.663570e-02,3.551934e-02
60,3.159148e-02,3.220688e-02
61,2.719356e-02,2.671909e-02
62,2.469683e-02,2.583050e-02
63,2.359079e-02,2.482493e-02
64,2.303382e-02,2.410642e-02
65,2.297159e-02,2.364293e-02
66,2.209314e-02,2.370813e-02
67,2.205951e-02,2.285615e-02
68,2.164592e-02,2.335083e-02
69,2.183962e-02,2.309490e-02
70,2.125004e-02,2.322081e-02
71,2.159678e-02,2.417350e-02
72,2.113058e-02,2.155833e-02
73,2.051268e-02,2.203584e-02
74,2.035883e-02,2.214571e-02
75,2.084206e-02,2.312490e-02
76,2.093479e-02,2.249858e-02
77,2.140470e-02,2.278219e-02
78,2.124147e-02,2.344156e-02
79,2.151080e-02,2.387769e-02
80,2.133359e-02,2.261246e-02
81,2.038649e-02,2.157463e-02
82,2.065089e-02,2.213986e-02
83,2.126966e-02,2.334447e-02
84,2.129678e-02,2.150401e-02
85,2.110357e-02,2.272765e-02
86,2.169890e-02,2.302282e-02
87,2.074334e-02,2.211826e-02
88,2.051539e-02,2.172176e-02
89,2.026283e-02,2.167996e-02
90,1.977953e-02,2.187706e-02
91,1.983317e-02,2.170161e-02
92,2.044155e-02,2.236750e-02
93,2.178793e-02,2.238566e-02
94,2.020449e-02,2.134158e-02
95,2.041568e-02,2.299260e-02
96,2.097378e-02,2.245275e-02
97,2.085926e-02,2.278911e-02
98,2.068897e-02,2.221723e-02
99,2.070712e-02,2.189029e-02
100,2.056002e-02,2.153396e-02
101,2.019689e-02,2.177447e-02
102,2.008727e-02,2.164587e-02
103,2.036577e-02,2.237702e-02
104,2.031835e-02,2.178188e-02
105,1.937709e-02,2.080697e-02
106,1.954691e-02,2.166416e-02
107,2.070074e-02,2.201847e-02
108,2.002581e-02,2.124791e-02
109,1.990250e-02,2.158885e-02
110,1.994739e-02,2.151699e-02
111,1.958553e-02,2.117674e-02
112,1.837988e-02,1.939868e-02
113,1.493113e-02,1.680747e-02
114,1.285561e-02,1.372216e-02
115,1.062855e-02,1.343527e-02
116,1.049949e-02,1.215271e-02
117,1.001128e-02,1.222349e-02
118,9.482660e-03,1.069919e-02
119,8.175805e-03,9.924264e-03
120,7.733365e-03,9.465146e-03
121,8.019509e-03,9.703358e-03
122,9.268938e-03,1.193797e-02
123,8.485240e-03,1.007472e-02
124,7.592638e-03,9.476598e-03
125,6.841067e-03,9.004436e-03
126,6.652017e-03,8.817726e-03
127,6.516578e-03,8.777466e-03
128,6.524057e-03,8.360195e-03
129,6.252606e-03,8.444141e-03
130,6.382817e-03,8.732413e-03
131,6.590932e-03,8.149960e-03
132,6.569303e-03,8.107572e-03
133,6.339193e-03,9.248111e-03
134,6.755504e-03,8.602319e-03
135,6.601184e-03,8.903494e-03
136,6.572223e-03,8.641753e-03
137,6.440559e-03,8.771057e-03
138,6.686082e-03,8.673496e-03
139,6.710268e-03,8.962749e-03
140,7.038484e-03,9.319502e-03
141,6.843670e-03,9.423966e-03
142,7.173106e-03,9.174462e-03
143,7.644832e-03,1.012298e-02
144,7.448560e-03,9.792785e-03
145,7.187280e-03,9.577597e-03
146,7.262096e-03,9.249755e-03
147,6.830151e-03,9.443133e-03
148,7.094675e-03,8.657505e-03
149,6.540699e-03,9.267560e-03
150,6.581041e-03,8.715421e-03
