epoch,train_loss,val_loss
1,2.924670e-01,2.988488e-01
2,2.851490e-01,2.840877e-01
3,2.833084e-01,2.908794e-01
4,2.824641e-01,2.863971e-01
5,2.818324e-01,2.915145e-01
6,2.814511e-01,2.803443e-01
7,2.812047e-01,2.786466e-01
8,2.814580e-01,2.782529e-01
9,2.814467e-01,2.777707e-01
10,2.813225e-01,2.791520e-01
11,2.810205e-01,2.851405e-01
12,2.810791e-01,2.796586e-01
13,2.811703e-01,2.815539e-01
14,2.810080e-01,2.798203e-01
15,2.809118e-01,2.765981e-01
16,2.814288e-01,2.775111e-01
17,2.808444e-01,2.792475e-01
18,2.809639e-01,2.816695e-01
19,2.813697e-01,2.784036e-01
20,2.814463e-01,2.916203e-01
21,2.811297e-01,2.806847e-01
22,2.813030e-01,2.801779e-01
23,2.811775e-01,2.768259e-01
24,2.814336e-01,2.857284e-01
25,2.812441e-01,2.896605e-01
26,2.808602e-01,2.807770e-01
27,2.815122e-01,2.818396e-01
28,2.812600e-01,2.813467e-01
29,2.809243e-01,2.770819e-01
30,2.807040e-01,2.791372e-01
31,2.808992e-01,2.838408e-01
32,2.807550e-01,2.832948e-01
33,2.805968e-01,2.828105e-01
34,2.804689e-01,2.823509e-01
35,2.801484e-01,2.819246e-01
36,2.801446e-01,2.815269e-01
37,2.797691e-01,2.811450e-01
38,2.794212e-01,2.807870e-01
39,2.793972e-01,2.804568e-01
40,2.794498e-01,2.801380e-01
41,2.790902e-01,2.798468e-01
42,2.789183e-01,2.795700e-01
43,2.787931e-01,2.793155e-01
44,2.787677e-01,2.790732e-01
45,2.787983e-01,2.788517e-01
46,2.784332e-01,2.786369e-01
47,2.784325e-01,2.784411e-01
48,2.782163e-01,2.782585e-01
49,2.782749e-01,2.780839e-01
50,2.780500e-01,2.779221e-01
51,2.780655e-01,2.777683e-01
52,2.780314e-01,2.776275e-01
53,2.777717e-01,2.774887e-01
54,2.776828e-01,2.773624e-01
55,2.776279e-01,2.772439e-01
56,2.777312e-01,2.771384e-01
57,2.777120e-01,2.770358e-01
58,2.776022e-01,2.769420e-01
59,2.777759e-01,2.768512e-01
60,2.775916e-01,2.767657e-01
61,2.774603e-01,2.766847e-01
62,2.775131e-01,2.766073e-01
63,2.774936e-01,2.765396e-01
64,2.774324e-01,2.764759e-01
65,2.773611e-01,2.764127e-01
66,2.774467e-01,2.763559e-01
67,2.771749e-01,2.763006e-01
68,2.772141e-01,2.762502e-01
69,2.772115e-01,2.762007e-01
70,2.773100e-01,2.761543e-01
71,2.772879e-01,2.761081e-01
72,2.769596e-01,2.760679e-01
73,2.770565e-01,2.760305e-01
74,2.770510e-01,2.759958e-01
75,2.770151e-01,2.759598e-01
76,2.769350e-01,2.759263e-01
77,2.770981e-01,2.758929e-01
78,2.771617e-01,2.758601e-01
79,2.770290e-01,2.758343e-01
80,2.770175e-01,2.758070e-01
81,2.770090e-01,2.757808e-01
82,2.770099e-01,2.757555e-01
83,2.769557e-01,2.757309e-01
84,2.769509e-01,2.757106e-01
85,2.768681e-01,2.756870e-01
86,2.768389e-01,2.756648e-01
87,2.768862e-01,2.756447e-01
88,2.767172e-01,2.756238e-01
89,2.769047e-01,2.756045e-01
90,2.768938e-01,2.755875e-01
91,2.767163e-01,2.755696e-01
92,2.769101e-01,2.755561e-01
93,2.768011e-01,2.755370e-01
94,2.769060e-01,2.755219e-01
95,2.768549e-01,2.755068e-01
96,2.766836e-01,2.754929e-01
97,2.769497e-01,2.754803e-01
98,2.768630e-01,2.754666e-01
99,2.768436e-01,2.754552e-01
100,2.765338e-01,2.754439e-01
101,2.769157e-01,2.754327e-01
102,2.768514e-01,2.754188e-01
103,2.768087e-01,2.754078e-01
104,2.769062e-01,2.753967e-01
105,2.767282e-01,2.753851e-01
106,2.767644e-01,2.753735e-01
107,2.766294e-01,2.753626e-01
108,2.768172e-01,2.753502e-01
