epoch,train_loss,val_loss
1,4.072421e-01,5.023716e-01
2,3.216149e-01,4.544119e-01
3,2.887935e-01,3.831531e-01
4,2.261411e-01,3.199485e-01
5,1.646935e-01,2.530945e-01
6,1.347044e-01,2.516254e-01
7,1.210672e-01,2.209102e-01
8,1.159016e-01,2.139977e-01
9,1.113372e-01,2.317712e-01
10,1.087203e-01,2.210746e-01
11,1.069082e-01,2.142467e-01
12,1.044526e-01,1.853044e-01
13,1.027732e-01,2.105036e-01
14,1.028714e-01,1.787139e-01
15,1.016280e-01,2.158402e-01
16,1.001199e-01,1.931630e-01
17,9.981879e-02,1.881217e-01
18,9.874062e-02,2.068505e-01
19,9.894442e-02,1.778354e-01
20,9.759084e-02,1.726386e-01
21,9.741416e-02,2.092786e-01
22,9.659551e-02,1.737162e-01
23,9.605785e-02,1.829796e-01
24,9.513072e-02,1.818492e-01
25,9.494639e-02,1.606978e-01
26,9.403220e-02,1.823875e-01
27,9.378918e-02,1.691887e-01
28,9.300034e-02,1.613509e-01
29,9.253335e-02,1.689301e-01
30,9.155091e-02,1.839997e-01
31,9.140546e-02,1.650777e-01
32,9.116553e-02,1.805258e-01
33,9.024902e-02,1.660126e-01
34,8.952652e-02,1.670411e-01
35,8.950486e-02,1.837897e-01
36,8.905096e-02,1.867920e-01
37,8.864407e-02,1.886483e-01
38,8.833918e-02,1.853811e-01
39,8.820734e-02,1.942961e-01
40,8.792967e-02,1.740995e-01
41,8.730233e-02,1.605429e-01
42,8.730283e-02,1.799333e-01
43,8.712415e-02,1.986158e-01
44,8.696061e-02,1.769193e-01
45,8.648190e-02,1.781429e-01
46,8.659210e-02,1.685020e-01
47,8.594722e-02,1.654754e-01
48,8.608869e-02,1.763330e-01
49,8.531704e-02,1.662898e-01
50,8.516919e-02,1.934424e-01
51,8.532685e-02,1.991666e-01
52,8.549461e-02,1.859867e-01
53,8.581296e-02,1.841594e-01
54,8.462287e-02,1.672535e-01
55,8.484654e-02,1.889027e-01
56,8.491065e-02,1.854511e-01
57,8.487546e-02,1.821980e-01
58,7.660296e-02,1.731941e-01
59,7.435325e-02,1.687050e-01
60,7.273558e-02,1.664637e-01
61,7.163481e-02,1.650073e-01
62,7.059116e-02,1.640666e-01
63,6.938453e-02,1.633583e-01
64,6.822961e-02,1.628838e-01
65,6.740627e-02,1.623281e-01
66,6.659932e-02,1.616760e-01
67,6.573266e-02,1.611508e-01
68,6.475819e-02,1.610661e-01
69,6.406287e-02,1.605710e-01
70,6.345869e-02,1.601425e-01
71,6.256736e-02,1.595991e-01
72,6.171970e-02,1.594270e-01
73,6.114523e-02,1.588730e-01
74,6.068103e-02,1.586399e-01
75,6.004196e-02,1.586344e-01
76,5.919136e-02,1.584939e-01
77,5.865164e-02,1.581484e-01
78,5.794947e-02,1.575775e-01
79,5.731517e-02,1.572984e-01
80,5.684639e-02,1.569928e-01
81,5.637000e-02,1.567189e-01
82,5.582220e-02,1.564719e-01
83,5.525035e-02,1.564665e-01
84,5.481384e-02,1.562458e-01
85,5.446383e-02,1.561620e-01
86,5.393143e-02,1.557458e-01
87,5.351566e-02,1.557836e-01
88,5.297034e-02,1.553165e-01
89,5.248325e-02,1.552755e-01
90,5.206717e-02,1.552308e-01
91,5.149168e-02,1.545560e-01
92,5.120556e-02,1.548209e-01
93,5.079420e-02,1.543121e-01
94,5.045792e-02,1.544914e-01
95,5.012099e-02,1.543151e-01
96,4.984800e-02,1.543912e-01
97,4.935649e-02,1.540182e-01
98,4.880080e-02,1.539440e-01
99,4.852646e-02,1.538252e-01
100,4.816644e-02,1.539281e-01
101,4.791006e-02,1.538558e-01
102,4.747280e-02,1.534538e-01
103,4.710308e-02,1.532523e-01
104,4.684401e-02,1.534143e-01
105,4.656451e-02,1.532984e-01
106,4.624054e-02,1.532076e-01
107,4.593184e-02,1.532542e-01
108,4.571087e-02,1.529476e-01
109,4.532044e-02,1.532498e-01
110,4.518737e-02,1.526698e-01
111,4.478977e-02,1.526889e-01
112,4.454764e-02,1.523423e-01
113,4.417440e-02,1.523881e-01
114,4.411404e-02,1.524479e-01
