epoch,train_loss,val_loss
1,2.548773e-01,2.411426e-01
2,2.385039e-01,2.369020e-01
3,2.335336e-01,2.321864e-01
4,2.299922e-01,2.378725e-01
5,2.274822e-01,2.298763e-01
6,2.255510e-01,2.310149e-01
7,2.240536e-01,2.315224e-01
8,2.227987e-01,2.265173e-01
9,2.217355e-01,2.218634e-01
10,2.206221e-01,2.204072e-01
11,2.197412e-01,2.223934e-01
12,2.189595e-01,2.200948e-01
13,2.180901e-01,2.233996e-01
14,2.174845e-01,2.229825e-01
15,2.168266e-01,2.159883e-01
16,2.161887e-01,2.180554e-01
17,2.155549e-01,2.166648e-01
18,2.151887e-01,2.231614e-01
19,2.146339e-01,2.134634e-01
20,2.140201e-01,2.127382e-01
21,2.136885e-01,2.203368e-01
22,2.133143e-01,2.155640e-01
23,2.128356e-01,2.159673e-01
24,2.124801e-01,2.113866e-01
25,2.120653e-01,2.162985e-01
26,2.116517e-01,2.154693e-01
27,2.112740e-01,2.146594e-01
28,2.109773e-01,2.163298e-01
29,2.105622e-01,2.103660e-01
30,2.103628e-01,2.102464e-01
31,2.099497e-01,2.129864e-01
32,2.096557e-01,2.105155e-01
33,2.092273e-01,2.231683e-01
34,2.090758e-01,2.166992e-01
35,2.087342e-01,2.078996e-01
36,2.083417e-01,2.087885e-01
37,2.082031e-01,2.104238e-01
38,2.080384e-01,2.140635e-01
39,2.077956e-01,2.075611e-01
40,2.073575e-01,2.087401e-01
41,2.072686e-01,2.068216e-01
42,2.071158e-01,2.054038e-01
43,2.067575e-01,2.136243e-01
44,2.064276e-01,2.050196e-01
45,2.061836e-01,2.072139e-01
46,2.059895e-01,2.108923e-01
47,2.059435e-01,2.066144e-01
48,2.055163e-01,2.125204e-01
49,2.053332e-01,2.062619e-01
50,2.050889e-01,2.069538e-01
51,2.050642e-01,2.078921e-01
52,2.047634e-01,2.069826e-01
53,2.045304e-01,2.080961e-01
54,2.044216e-01,2.053043e-01
55,2.041622e-01,2.107618e-01
56,2.040025e-01,2.062252e-01
57,2.039661e-01,2.129215e-01
58,2.036765e-01,2.104597e-01
59,2.034824e-01,2.042423e-01
60,2.032804e-01,2.040615e-01
61,2.030842e-01,2.072415e-01
62,2.030899e-01,2.027328e-01
63,2.028381e-01,2.024428e-01
64,2.026787e-01,2.068416e-01
65,2.024755e-01,2.014271e-01
66,2.023414e-01,2.066812e-01
67,2.021929e-01,2.063638e-01
68,2.020647e-01,2.029104e-01
69,2.019654e-01,2.038654e-01
70,2.016550e-01,1.999298e-01
